complaint_id,date_filed,category,narrative,state,channel,status,resolution_days
C002531,2026-05-16,Customer Service,Branch staff misbehavior during visit. I have been unable to reach my assigned relationship manager despite repeated attempts.,Uttar Pradesh,Email,Resolved,8
C002532,2026-03-05,Customer Service,Complaint ticket closed without resolution. I have called customer care multiple times over the past week regarding my issue but have received no response.,West Bengal,Email,Pending,
C002533,2025-01-11,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,Odisha,Mobile App,Pending,
C002534,2025-03-21,Digital Banking / UPI,Mobile banking app not reflecting correct balance. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Punjab,Call Centre,Closed - No Action,1
C002535,2025-02-05,Charges / Fees,Minimum balance penalty despite maintaining balance. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Karnataka,Branch,Resolved,10
C002536,2026-01-02,ATM / Card Issues,Card blocked without any prior notice. My debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Delhi,Call Centre,Resolved,12
C002537,2025-08-20,Customer Service,No response from customer care for over a week. I have called customer care multiple times over the past week regarding my issue but have received no response.,Telangana,Mobile App,Closed - No Action,6
C002538,2025-07-18,ATM / Card Issues,Card blocked without any prior notice. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Karnataka,Branch,Pending,
C002539,2026-03-13,ATM / Card Issues,ATM swallowed my debit card. My credit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Punjab,Website,Resolved,19
C002540,2025-10-03,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 7500 from my account. I noticed an unauthorized transaction of Rs 7500 on my credit card statement which I did not perform.,Maharashtra,Branch,Pending,
C002541,2026-02-07,Digital Banking / UPI,Unable to reset net banking password. My UPI autopay mandate deducted Rs 500 which is more than the agreed subscription amount.,Delhi,Mobile App,Resolved,14
C002542,2025-07-22,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. My account was compromised and Rs 2500 was withdrawn through an ATM I never visited.,Rajasthan,Call Centre,Resolved,3
C002543,2025-01-16,Digital Banking / UPI,Mobile banking app not reflecting correct balance. My UPI transaction of Rs 7500 failed on the app but the amount was debited from my account and not reversed.,Telangana,Mobile App,Resolved,1
C002544,2025-04-11,Digital Banking / UPI,Unable to reset net banking password. My UPI autopay mandate deducted Rs 3000 which is more than the agreed subscription amount.,Delhi,Email,Resolved,2
C002545,2026-01-17,Account Opening / KYC,Account not activated despite KYC completion. My re-KYC request submitted online has not been processed for over a month.,Haryana,Call Centre,Resolved,1
C002546,2025-09-15,Account Opening / KYC,Nominee details not updated despite request. My re-KYC request submitted online has not been processed for over a month.,Odisha,Branch,Resolved,17
C002547,2025-08-23,Customer Service,No response from customer care for over a week. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Kerala,Website,Resolved,5
C002548,2025-07-15,Loan / Credit,EMI deducted twice in the same month. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Maharashtra,Mobile App,Resolved,7
C002549,2025-11-22,Loan / Credit,EMI deducted twice in the same month. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Maharashtra,Website,Resolved,11
C002550,2026-06-14,Customer Service,Branch staff misbehavior during visit. I have called customer care multiple times over the past week regarding my issue but have received no response.,Rajasthan,Website,Escalated,
C002551,2025-05-10,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Kerala,Call Centre,Resolved,18
C002552,2025-08-30,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,Tamil Nadu,Call Centre,Pending,
C002553,2025-01-08,Customer Service,Unable to reach relationship manager. I was treated rudely by the branch staff when I visited to resolve my account issue.,Gujarat,Email,Resolved,2
C002554,2025-06-24,Customer Service,Branch staff misbehavior during visit. I was treated rudely by the branch staff when I visited to resolve my account issue.,Madhya Pradesh,Email,Resolved,7
C002555,2025-06-19,Loan / Credit,Credit score impacted due to incorrect reporting. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Gujarat,Call Centre,Resolved,7
C002556,2026-06-24,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. Someone used my UPI ID to transfer Rs 25000 without my knowledge or consent.,Haryana,Website,Resolved,1
C002557,2026-02-19,ATM / Card Issues,ATM swallowed my debit card. My prepaid card was blocked suddenly and I was not informed of the reason despite calling customer care.,Uttar Pradesh,Website,Escalated,
C002558,2025-06-22,Loan / Credit,Loan foreclosure charges not disclosed. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Telangana,Call Centre,Resolved,19
C002559,2025-06-22,Customer Service,Unable to reach relationship manager. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Delhi,Branch,Resolved,3
C002560,2025-07-07,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,Gujarat,Branch,Resolved,12
C002561,2026-02-26,Charges / Fees,SMS alert charges billed incorrectly. The GST charged on my banking fees this month is higher than the applicable rate.,Punjab,Call Centre,Resolved,1
C002562,2025-09-09,ATM / Card Issues,Card blocked without any prior notice. My debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Delhi,Website,Closed - No Action,15
C002563,2026-03-31,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I noticed an unauthorized transaction of Rs 500 on my prepaid card statement which I did not perform.,Gujarat,Email,Resolved,13
C002564,2026-01-05,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 4999 from my account. I did not share my OTP with anyone yet Rs 4999 was debited from my savings account.,Tamil Nadu,Mobile App,Resolved,11
C002565,2025-08-13,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 3000 from my account. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 3000 without my authorization.,Punjab,Branch,Resolved,15
C002566,2025-11-02,Digital Banking / UPI,Mobile banking app not reflecting correct balance. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Maharashtra,Mobile App,Escalated,
C002567,2026-03-06,Digital Banking / UPI,UPI transaction failed but amount debited. My UPI transaction of Rs 3000 failed on the app but the amount was debited from my account and not reversed.,Rajasthan,Mobile App,Closed - No Action,12
C002568,2026-03-05,Loan / Credit,Delay in loan disbursement. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Uttar Pradesh,Email,Escalated,
C002569,2026-06-23,Account Opening / KYC,Account frozen due to KYC mismatch. The branch keeps asking for documents that I have already submitted twice for KYC verification.,West Bengal,Mobile App,Pending,
C002570,2025-06-27,Fraud / Unauthorized Transactions,Fraudulent transaction on my RuPay debit card. My account was compromised and Rs 50000 was withdrawn through an ATM I never visited.,Gujarat,Mobile App,Resolved,7
C002571,2025-07-30,Account Opening / KYC,Repeated requests for KYC documents already submitted. I completed my KYC formalities over three weeks ago but my account is still not activated.,Maharashtra,Mobile App,Closed - No Action,16
C002572,2026-03-22,Customer Service,Complaint ticket closed without resolution. I have called customer care multiple times over the past week regarding my issue but have received no response.,Karnataka,Mobile App,Resolved,2
C002573,2025-07-21,Account Opening / KYC,Account frozen due to KYC mismatch. I completed my KYC formalities over three weeks ago but my account is still not activated.,Gujarat,Website,Resolved,1
C002574,2025-08-02,Loan / Credit,Incorrect interest calculation on my loan account. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Bihar,Call Centre,Escalated,
C002575,2025-03-13,ATM / Card Issues,Duplicate card charges applied. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Haryana,Call Centre,Resolved,10
C002576,2026-05-22,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 25000 from my account. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 25000 without my authorization.,Kerala,Branch,Resolved,5
C002577,2026-04-01,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I noticed an unauthorized transaction of Rs 2500 on my RuPay debit card statement which I did not perform.,Punjab,Call Centre,Resolved,7
C002578,2025-12-20,Fraud / Unauthorized Transactions,Fraudulent transaction on my credit card. Someone used my UPI ID to transfer Rs 15000 without my knowledge or consent.,Haryana,Email,Resolved,6
C002579,2025-06-19,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI transaction of Rs 4999 failed on the app but the amount was debited from my account and not reversed.,Tamil Nadu,Website,Resolved,12
C002580,2025-02-12,Loan / Credit,Loan foreclosure charges not disclosed. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Gujarat,Call Centre,Resolved,5
C002581,2025-08-21,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. Someone used my UPI ID to transfer Rs 500 without my knowledge or consent.,West Bengal,Call Centre,Resolved,9
C002582,2025-10-13,Account Opening / KYC,Account not activated despite KYC completion. My re-KYC request submitted online has not been processed for over a month.,Haryana,Mobile App,Resolved,10
C002583,2025-09-26,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI transaction of Rs 3000 failed on the app but the amount was debited from my account and not reversed.,Uttar Pradesh,Call Centre,Pending,
C002584,2026-04-12,Account Opening / KYC,Account frozen due to KYC mismatch. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Odisha,Website,Resolved,1
C002585,2026-02-10,Loan / Credit,Delay in loan disbursement. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Maharashtra,Website,Pending,
C002586,2026-03-01,Charges / Fees,Hidden charges on account statement. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Delhi,Email,Escalated,
C002587,2026-01-12,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 3000 as account maintenance charges without prior intimation.,Odisha,Mobile App,Pending,
C002588,2026-04-09,Digital Banking / UPI,UPI transaction failed but amount debited. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Maharashtra,Mobile App,Resolved,6
C002589,2026-04-11,Charges / Fees,Minimum balance penalty despite maintaining balance. I was charged Rs 25000 as account maintenance charges without prior intimation.,Haryana,Website,Pending,
C002590,2026-02-26,Account Opening / KYC,Repeated requests for KYC documents already submitted. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Gujarat,Mobile App,Pending,
C002591,2025-10-01,Loan / Credit,Loan foreclosure charges not disclosed. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Bihar,Website,Closed - No Action,1
C002592,2026-03-27,ATM / Card Issues,ATM swallowed my debit card. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Uttar Pradesh,Email,Pending,
C002593,2026-03-07,Account Opening / KYC,Repeated requests for KYC documents already submitted. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Telangana,Call Centre,Resolved,17
C002594,2026-06-05,Charges / Fees,Excess GST charged on banking fees. My account statement shows multiple charges of Rs 1200 that were never explained to me.,Gujarat,Call Centre,Pending,
C002595,2026-02-01,ATM / Card Issues,"Card declined despite sufficient balance. I attempted to withdraw Rs 25000 from an ATM but cash was not dispensed, yet my account was debited.",Karnataka,Website,Resolved,1
C002596,2026-05-31,Account Opening / KYC,"Repeated requests for KYC documents already submitted. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Gujarat,Mobile App,Pending,
C002597,2025-05-22,Customer Service,No response from customer care for over a week. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Tamil Nadu,Website,Resolved,13
C002598,2026-02-21,Account Opening / KYC,Delay in re-KYC process. I completed my KYC formalities over three weeks ago but my account is still not activated.,Delhi,Mobile App,Resolved,13
C002599,2025-01-16,Charges / Fees,SMS alert charges billed incorrectly. The GST charged on my banking fees this month is higher than the applicable rate.,Delhi,Website,Resolved,16
C002600,2025-06-13,Charges / Fees,Excess GST charged on banking fees. The GST charged on my banking fees this month is higher than the applicable rate.,Madhya Pradesh,Branch,Resolved,6
C002601,2025-04-03,Account Opening / KYC,Repeated requests for KYC documents already submitted. My re-KYC request submitted online has not been processed for over a month.,Gujarat,Call Centre,Resolved,9
C002602,2025-10-26,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI autopay mandate deducted Rs 4999 which is more than the agreed subscription amount.,Karnataka,Website,Resolved,8
C002603,2025-11-06,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Telangana,Website,Pending,
C002604,2026-03-05,Customer Service,Complaint ticket closed without resolution. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Maharashtra,Website,Resolved,17
C002605,2026-01-12,Loan / Credit,Loan foreclosure charges not disclosed. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Bihar,Website,Resolved,8
C002606,2025-10-12,ATM / Card Issues,Card declined despite sufficient balance. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Karnataka,Mobile App,Pending,
C002607,2025-04-25,Customer Service,Long waiting time for grievance redressal. I have been unable to reach my assigned relationship manager despite repeated attempts.,Gujarat,Email,Resolved,1
C002608,2026-06-25,Customer Service,No response from customer care for over a week. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Punjab,Mobile App,Resolved,8
C002609,2026-06-08,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I noticed an unauthorized transaction of Rs 10000 on my RuPay debit card statement which I did not perform.,Punjab,Mobile App,Resolved,23
C002610,2026-02-27,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I noticed an unauthorized transaction of Rs 15000 on my debit card statement which I did not perform.,Uttar Pradesh,Email,Pending,
C002611,2025-02-02,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I did not share my OTP with anyone yet Rs 3000 was debited from my savings account.,Odisha,Mobile App,Resolved,9
C002612,2025-06-19,Account Opening / KYC,"Repeated requests for KYC documents already submitted. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Haryana,Call Centre,Resolved,5
C002613,2026-04-14,Charges / Fees,Unexplained deduction of maintenance charges. I was charged Rs 4999 as account maintenance charges without prior intimation.,Madhya Pradesh,Website,Resolved,10
C002614,2025-04-01,Loan / Credit,Delay in loan disbursement. My EMI of Rs 50000 was deducted twice from my account in the same billing cycle.,Bihar,Mobile App,Resolved,2
C002615,2026-04-29,Customer Service,No response from customer care for over a week. I was treated rudely by the branch staff when I visited to resolve my account issue.,Delhi,Mobile App,Resolved,7
C002616,2025-05-03,Digital Banking / UPI,UPI transaction failed but amount debited. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Odisha,Email,Resolved,1
C002617,2025-11-30,ATM / Card Issues,Duplicate card charges applied. My RuPay debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Gujarat,Branch,Escalated,
C002618,2025-01-07,Customer Service,Unable to reach relationship manager. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Uttar Pradesh,Call Centre,Resolved,1
C002619,2025-08-09,Charges / Fees,SMS alert charges billed incorrectly. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Odisha,Branch,Resolved,11
C002620,2025-07-07,ATM / Card Issues,"Card blocked without any prior notice. I attempted to withdraw Rs 15000 from an ATM but cash was not dispensed, yet my account was debited.",Tamil Nadu,Website,Resolved,9
C002621,2026-01-21,Account Opening / KYC,"Repeated requests for KYC documents already submitted. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Rajasthan,Mobile App,Pending,
C002622,2025-05-17,ATM / Card Issues,ATM swallowed my debit card. I was charged twice for a single annual card fee this quarter.,Odisha,Call Centre,Escalated,
C002623,2025-09-19,Fraud / Unauthorized Transactions,Fraudulent transaction on my RuPay debit card. My account was compromised and Rs 7500 was withdrawn through an ATM I never visited.,Rajasthan,Call Centre,Resolved,15
C002624,2025-10-06,Charges / Fees,SMS alert charges billed incorrectly. My account statement shows multiple charges of Rs 4999 that were never explained to me.,Odisha,Website,Escalated,
C002625,2026-04-08,Digital Banking / UPI,Unable to reset net banking password. My UPI autopay mandate deducted Rs 2500 which is more than the agreed subscription amount.,Karnataka,Website,Closed - No Action,12
C002626,2025-07-22,Loan / Credit,Delay in loan disbursement. I was charged foreclosure charges of Rs 4999 that were never explained to me when I took the loan.,Gujarat,Email,Closed - No Action,9
C002627,2025-03-17,Digital Banking / UPI,Unable to reset net banking password. My UPI autopay mandate deducted Rs 50000 which is more than the agreed subscription amount.,Bihar,Call Centre,Resolved,10
C002628,2025-09-20,Digital Banking / UPI,Mobile banking app not reflecting correct balance. My UPI transaction of Rs 15000 failed on the app but the amount was debited from my account and not reversed.,Gujarat,Website,Resolved,5
C002629,2026-02-12,Digital Banking / UPI,Fund transfer stuck in pending status. A fund transfer of Rs 2500 initiated three days ago is still showing as pending status.,Rajasthan,Website,Resolved,8
C002630,2026-01-22,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Bihar,Branch,Resolved,1
C002631,2026-05-04,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Gujarat,Website,Escalated,
C002632,2025-07-11,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI autopay mandate deducted Rs 15000 which is more than the agreed subscription amount.,Punjab,Email,Resolved,2
C002633,2026-06-22,Fraud / Unauthorized Transactions,Fraudulent transaction on my debit card. Someone used my UPI ID to transfer Rs 4999 without my knowledge or consent.,Tamil Nadu,Website,Resolved,1
C002634,2026-06-25,Charges / Fees,Minimum balance penalty despite maintaining balance. SMS alert charges of Rs 3000 were deducted even though I have not used the SMS alert facility.,Punjab,Website,Pending,
C002635,2025-01-31,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 2500 without my authorization.,Maharashtra,Call Centre,Resolved,7
C002636,2025-03-10,Loan / Credit,Delay in loan disbursement. I was charged foreclosure charges of Rs 500 that were never explained to me when I took the loan.,Karnataka,Mobile App,Closed - No Action,6
C002637,2025-05-02,Charges / Fees,SMS alert charges billed incorrectly. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Madhya Pradesh,Website,Resolved,17
C002638,2025-05-16,Account Opening / KYC,Nominee details not updated despite request. My re-KYC request submitted online has not been processed for over a month.,West Bengal,Email,Resolved,4
C002639,2025-12-04,Loan / Credit,EMI deducted twice in the same month. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Kerala,Branch,Pending,
C002640,2025-08-26,Fraud / Unauthorized Transactions,Fraudulent transaction on my credit card. Someone used my UPI ID to transfer Rs 25000 without my knowledge or consent.,Odisha,Email,Resolved,4
C002641,2026-02-15,Account Opening / KYC,Nominee details not updated despite request. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Haryana,Website,Resolved,22
C002642,2025-05-15,Charges / Fees,Hidden charges on account statement. The GST charged on my banking fees this month is higher than the applicable rate.,Maharashtra,Email,Escalated,
C002643,2026-02-23,Customer Service,No response from customer care for over a week. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Odisha,Website,Resolved,3
C002644,2025-10-25,Account Opening / KYC,Delay in re-KYC process. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Uttar Pradesh,Call Centre,Escalated,
C002645,2025-06-17,ATM / Card Issues,"Duplicate card charges applied. I attempted to withdraw Rs 4999 from an ATM but cash was not dispensed, yet my account was debited.",Rajasthan,Website,Resolved,17
C002646,2026-05-24,Loan / Credit,Incorrect interest calculation on my loan account. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Karnataka,Branch,Resolved,7
C002647,2026-03-06,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 15000 from my account. I noticed an unauthorized transaction of Rs 15000 on my RuPay debit card statement which I did not perform.,Uttar Pradesh,Branch,Resolved,1
C002648,2026-06-13,Customer Service,Unable to reach relationship manager. I was treated rudely by the branch staff when I visited to resolve my account issue.,Karnataka,Email,Resolved,4
C002649,2025-11-14,Fraud / Unauthorized Transactions,Fraudulent transaction on my RuPay debit card. Someone used my UPI ID to transfer Rs 3000 without my knowledge or consent.,Uttar Pradesh,Call Centre,Resolved,1
C002650,2026-03-02,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Punjab,Branch,Escalated,
C002651,2025-11-26,Loan / Credit,Delay in loan disbursement. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Punjab,Website,Resolved,11
C002652,2025-04-02,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. Someone used my UPI ID to transfer Rs 15000 without my knowledge or consent.,Haryana,Website,Resolved,9
C002653,2026-01-28,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Tamil Nadu,Mobile App,Resolved,17
C002654,2025-12-19,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI transaction of Rs 1200 failed on the app but the amount was debited from my account and not reversed.,Punjab,Mobile App,Resolved,8
C002655,2026-02-06,Loan / Credit,EMI deducted twice in the same month. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Karnataka,Website,Pending,
C002656,2026-04-30,Customer Service,No response from customer care for over a week. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Tamil Nadu,Mobile App,Resolved,1
C002657,2025-11-16,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Punjab,Branch,Resolved,8
C002658,2025-01-25,Digital Banking / UPI,Mobile banking app not reflecting correct balance. My UPI transaction of Rs 25000 failed on the app but the amount was debited from my account and not reversed.,Bihar,Email,Pending,
C002659,2026-01-16,Account Opening / KYC,"Repeated requests for KYC documents already submitted. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Madhya Pradesh,Website,Closed - No Action,10
C002660,2025-01-13,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",West Bengal,Mobile App,Resolved,5
C002661,2025-07-28,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,West Bengal,Email,Pending,
C002662,2026-04-25,ATM / Card Issues,Card blocked without any prior notice. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Haryana,Mobile App,Resolved,16
C002663,2025-02-13,Digital Banking / UPI,Fund transfer stuck in pending status. A fund transfer of Rs 25000 initiated three days ago is still showing as pending status.,Uttar Pradesh,Website,Resolved,16
C002664,2025-04-05,ATM / Card Issues,Card declined despite sufficient balance. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Kerala,Call Centre,Resolved,7
C002665,2025-05-29,Charges / Fees,Unexplained deduction of maintenance charges. SMS alert charges of Rs 3000 were deducted even though I have not used the SMS alert facility.,Gujarat,Mobile App,Escalated,
C002666,2025-02-18,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. Someone used my UPI ID to transfer Rs 7500 without my knowledge or consent.,Telangana,Mobile App,Resolved,10
C002667,2026-04-11,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 50000 from my account. Someone used my UPI ID to transfer Rs 50000 without my knowledge or consent.,Telangana,Branch,Escalated,
C002668,2026-04-27,ATM / Card Issues,Card blocked without any prior notice. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Rajasthan,Email,Pending,
C002669,2025-02-28,Loan / Credit,EMI deducted twice in the same month. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Telangana,Branch,Escalated,
C002670,2025-10-24,Customer Service,Long waiting time for grievance redressal. I have called customer care multiple times over the past week regarding my issue but have received no response.,Maharashtra,Website,Resolved,4
C002671,2026-03-08,Digital Banking / UPI,UPI autopay deducted incorrect amount. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Rajasthan,Email,Escalated,
C002672,2025-12-01,Account Opening / KYC,Repeated requests for KYC documents already submitted. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Bihar,Email,Pending,
C002673,2026-01-29,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 7500 from my account. I noticed an unauthorized transaction of Rs 7500 on my credit card statement which I did not perform.,West Bengal,Email,Resolved,7
C002674,2026-02-02,Charges / Fees,Unexplained deduction of maintenance charges. SMS alert charges of Rs 25000 were deducted even though I have not used the SMS alert facility.,Uttar Pradesh,Call Centre,Resolved,8
C002675,2026-02-10,Charges / Fees,SMS alert charges billed incorrectly. I was charged Rs 500 as account maintenance charges without prior intimation.,Uttar Pradesh,Branch,Resolved,8
C002676,2025-01-09,Customer Service,Long waiting time for grievance redressal. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Bihar,Mobile App,Pending,
C002677,2025-06-18,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 3000 without my authorization.,Kerala,Branch,Resolved,9
C002678,2025-01-24,Customer Service,Complaint ticket closed without resolution. I was treated rudely by the branch staff when I visited to resolve my account issue.,Punjab,Email,Resolved,4
C002679,2025-08-25,Charges / Fees,Excess GST charged on banking fees. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Bihar,Branch,Escalated,
C002680,2026-03-17,Account Opening / KYC,"Nominee details not updated despite request. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Haryana,Email,Resolved,16
C002681,2025-10-07,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 15000 was deducted twice from my account in the same billing cycle.,West Bengal,Call Centre,Closed - No Action,6
C002682,2025-08-19,Customer Service,Complaint ticket closed without resolution. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Maharashtra,Website,Resolved,7
C002683,2026-02-03,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I did not share my OTP with anyone yet Rs 25000 was debited from my savings account.,Odisha,Call Centre,Resolved,6
C002684,2025-06-21,Charges / Fees,Hidden charges on account statement. SMS alert charges of Rs 7500 were deducted even though I have not used the SMS alert facility.,Telangana,Call Centre,Resolved,12
C002685,2025-02-23,ATM / Card Issues,Card declined despite sufficient balance. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Punjab,Email,Resolved,8
C002686,2026-03-10,Fraud / Unauthorized Transactions,Money debited without my consent. I did not share my OTP with anyone yet Rs 10000 was debited from my savings account.,Uttar Pradesh,Call Centre,Resolved,9
C002687,2025-05-15,Account Opening / KYC,Delay in re-KYC process. I completed my KYC formalities over three weeks ago but my account is still not activated.,Madhya Pradesh,Call Centre,Resolved,9
C002688,2025-03-11,Fraud / Unauthorized Transactions,Fraudulent transaction on my RuPay debit card. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 1200 without my authorization.,Telangana,Mobile App,Resolved,6
C002689,2025-02-25,Account Opening / KYC,Account frozen due to KYC mismatch. My re-KYC request submitted online has not been processed for over a month.,Delhi,Branch,Resolved,7
C002690,2025-12-01,Loan / Credit,Loan foreclosure charges not disclosed. I was charged foreclosure charges of Rs 4999 that were never explained to me when I took the loan.,Bihar,Call Centre,Resolved,9
C002691,2025-04-10,Fraud / Unauthorized Transactions,Money debited without my consent. I noticed an unauthorized transaction of Rs 10000 on my RuPay debit card statement which I did not perform.,West Bengal,Email,Pending,
C002692,2025-03-23,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI transaction of Rs 500 failed on the app but the amount was debited from my account and not reversed.,Odisha,Website,Pending,
C002693,2026-02-19,Customer Service,Long waiting time for grievance redressal. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Maharashtra,Website,Resolved,3
C002694,2025-09-28,ATM / Card Issues,Card declined despite sufficient balance. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Madhya Pradesh,Email,Pending,
C002695,2025-02-20,Account Opening / KYC,Account frozen due to KYC mismatch. My re-KYC request submitted online has not been processed for over a month.,Karnataka,Email,Pending,
C002696,2025-09-08,Charges / Fees,Excess GST charged on banking fees. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Punjab,Mobile App,Escalated,
C002697,2026-01-04,Digital Banking / UPI,UPI transaction failed but amount debited. My UPI autopay mandate deducted Rs 2500 which is more than the agreed subscription amount.,Karnataka,Branch,Resolved,11
